Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount_Percent,Payment_Method,Order_Status,Customer_Rating,Customer_Name,Gender,Age,City,State,Registration_Date,Product,Category,Unit_Price,Unit_Cost,Gross_Sales,Discount_Amount,Net_Sales,Total_Cost,Profit,Profit_Margin,Order_Size,Customer_Type,Year,Month,Year_Month
O0102,2025-01-27,C027,P015,3,0,Debit Card,Delivered,2.0,Rohan Verma,Male,29,Hyderabad,Telangana,2024-04-04,Wall Clock,Home Decor,999,430,2997,0.0,2997.0,1290,1707.0,56.95695695695696,Medium,Regular,2025,January,2025-01
O0103,2025-02-07,C040,P022,4,25,Cash on Delivery,Delivered,5.0,Simran Sharma,Female,48,Kolkata,West Bengal,2023-01-31,Dumbbell Set,Fitness,3499,2200,13996,3499.0,10497.0,8800,1697.0,16.166523768695818,Large,High-Value,2025,February,2025-02
O0104,2025-02-18,C003,P004,1,20,Net Banking,Delivered,3.0,Arjun Verma,Male,41,Gurugram,Haryana,2023-02-21,Laptop Stand,Electronics,1499,800,1499,299.8,1199.2,800,399.20000000000005,33.28885923949299,Medium,Regular,2025,February,2025-02
O0105,2025-03-01,C016,P011,2,15,UPI,Delivered,1.0,Pooja Sharma,Female,24,Bengaluru,Karnataka,2023-09-30,Mixer Grinder,Home Appliances,3799,2450,7598,1139.7,6458.3,4900,1558.3000000000002,24.128640663951817,Large,High-Value,2025,March,2025-03
O0106,2025-03-12,C029,P018,3,10,Credit Card,Delivered,4.0,Vivek Das,Male,43,Jaipur,Rajasthan,2024-05-08,Study Table,Furniture,7299,4700,21897,2189.7,19707.3,14100,5607.299999999999,28.45290831316314,Large,High-Value,2025,March,2025-03
O0107,2025-03-23,C042,P025,4,5,Debit Card,Delivered,2.0,Aditi Khan,Female,26,Delhi,Delhi,2023-03-06,Coffee Maker,Home Appliances,5299,3400,21196,1059.8,20136.2,13600,6536.200000000001,32.45994775578312,Large,High-Value,2025,March,2025-03
O0108,2025-04-03,C005,P007,1,0,Cash on Delivery,Returned,5.0,Kabir Das,Male,55,Pune,Maharashtra,2023-03-27,Casual Shirt,Fashion,1299,620,1299,0.0,1299.0,620,679.0,52.27097767513472,Medium,Regular,2025,April,2025-04
O0109,2025-04-14,C018,P014,2,25,Net Banking,Cancelled,3.0,Ritika Khan,Female,38,Chennai,Tamil Nadu,2023-11-03,Table Lamp,Home Decor,1199,570,2398,599.5,1798.5,1140,658.5,36.6138448707256,Medium,Regular,2025,April,2025-04
O0110,2025-04-25,C031,P021,3,20,UPI,Delivered,1.0,Rahul Patel,Male,21,Noida,Uttar Pradesh,2024-06-11,Yoga Mat,Fitness,1299,610,3897,779.4,3117.6,1830,1287.6,41.301000769822934,Medium,Regular,2025,April,2025-04
O0111,2025-05-06,C044,P003,4,15,Credit Card,Delivered,4.0,Ananya Mehta,Female,40,Mumbai,Maharashtra,2023-04-09,Smart Watch,Electronics,4999,3100,19996,2999.4,16996.6,12400,4596.5999999999985,27.044232375886935,Large,High-Value,2025,May,2025-05
O0112,2025-05-17,C007,P010,1,10,Debit Card,Delivered,2.0,Rohan Patel,Male,33,Hyderabad,Telangana,2023-04-30,Winter Jacket,Fashion,4499,2500,4499,449.9,4049.1,2500,1549.1,38.257884468153414,Medium,Regular,2025,May,2025-05
O0113,2025-05-28,C020,P017,2,5,Cash on Delivery,Delivered,5.0,Simran Mehta,Female,52,Kolkata,West Bengal,2023-12-07,Office Chair,Furniture,8499,5600,16998,849.9,16148.1,11200,4948.1,30.64199503347143,Large,High-Value,2025,May,2025-05
O0114,2025-06-08,C033,P024,3,0,Net Banking,Delivered,3.0,Aman Gupta,Male,35,Gurugram,Haryana,2024-07-15,Hair Dryer,Beauty,2299,1320,6897,0.0,6897.0,3960,2937.0,42.58373205741627,Large,High-Value,2025,June,2025-06
O0115,2025-06-19,C046,P006,4,25,UPI,Delivered,1.0,Meera Singh,Female,54,Bengaluru,Karnataka,2023-05-13,Running Shoes,Fashion,3299,1900,13196,3299.0,9897.0,7600,2297.0,23.20905324845913,Large,High-Value,2025,June,2025-06
O0116,2025-06-30,C009,P013,1,20,Credit Card,Delivered,4.0,Vivek Gupta,Male,47,Jaipur,Rajasthan,2023-06-03,Air Fryer,Home Appliances,6999,4350,6999,1399.8,5599.2,4350,1249.1999999999998,22.31033004714959,Large,High-Value,2025,June,2025-06
O0117,2025-07-11,C022,P020,2,15,Debit Card,Delivered,2.0,Aditi Singh,Female,30,Delhi,Delhi,2024-01-10,Data Science Handbook,Books,999,410,1998,299.7,1698.3,820,878.3,51.71642230465759,Medium,Regular,2025,July,2025-07
O0118,2025-07-22,C035,P002,3,10,Cash on Delivery,Returned,5.0,Nikhil Verma,Male,49,Pune,Maharashtra,2024-08-18,Bluetooth Speaker,Electronics,2499,1550,7497,749.7,6747.3,4650,2097.3,31.08354452892268,Large,High-Value,2025,July,2025-07
O0119,2025-08-02,C048,P009,4,5,Net Banking,Cancelled,3.0,Kavya Sharma,Female,32,Chennai,Tamil Nadu,2023-06-16,Handbag,Fashion,2799,1450,11196,559.8,10636.2,5800,4836.200000000001,45.46924653541679,Large,High-Value,2025,August,2025-08
O0120,2025-08-13,C011,P016,1,0,UPI,Delivered,1.0,Rahul Verma,Male,25,Noida,Uttar Pradesh,2023-07-07,Bedsheet Set,Home Decor,1799,850,1799,0.0,1799.0,850,949.0,52.75152862701501,Medium,Regular,2025,August,2025-08
O0121,2025-08-24,C024,P023,2,25,Credit Card,Delivered,4.0,Ananya Sharma,Female,44,Mumbai,Maharashtra,2024-02-13,Skin Care Kit,Beauty,1999,1050,3998,999.5,2998.5,2100,898.5,29.964982491245625,Medium,Regular,2025,August,2025-08
O0122,2025-09-04,C037,P005,3,20,Debit Card,Delivered,2.0,Sanjay Das,Male,27,Hyderabad,Telangana,2024-09-21,USB-C Hub,Electronics,1899,1050,5697,1139.4,4557.6,3150,1407.6000000000004,30.884676145339657,Medium,High-Value,2025,September,2025-09
O0123,2025-09-15,C050,P012,4,15,Cash on Delivery,Delivered,5.0,Neha Khan,Female,46,Kolkata,West Bengal,2023-07-20,Electric Kettle,Home Appliances,1599,880,6396,959.4,5436.6,3520,1916.6000000000004,35.25365117904573,Large,High-Value,2025,September,2025-09
O0124,2025-09-26,C013,P019,1,10,Net Banking,Delivered,3.0,Aman Das,Male,39,Gurugram,Haryana,2023-08-10,Python for Analysts,Books,699,290,699,69.9,629.1,290,339.1,53.90240025433158,Small,Regular,2025,September,2025-09
O0125,2025-10-07,C026,P001,2,5,UPI,Delivered,1.0,Meera Khan,Female,22,Bengaluru,Karnataka,2024-03-18,Wireless Mouse,Electronics,899,510,1798,89.9,1708.1,1020,688.0999999999999,40.28452666705696,Medium,Regular,2025,October,2025-10
O0126,2025-10-18,C039,P008,3,0,Credit Card,Delivered,4.0,Varun Patel,Male,41,Jaipur,Rajasthan,2023-01-14,Denim Jeans,Fashion,2199,1100,6597,0.0,6597.0,3300,3297.0,49.97726239199636,Large,High-Value,2025,October,2025-10
O0127,2025-10-29,C002,P015,4,25,Debit Card,Delivered,2.0,Aditi Khan,Female,34,Delhi,Delhi,2023-02-04,Wall Clock,Home Decor,999,430,3996,999.0,2997.0,1720,1277.0,42.60927594260927,Medium,Regular,2025,October,2025-10
O0128,2025-11-09,C015,P022,1,20,Cash on Delivery,Returned,5.0,Nikhil Patel,Male,53,Pune,Maharashtra,2023-09-13,Dumbbell Set,Fitness,3499,2200,3499,699.8,2799.2,2200,599.1999999999998,21.406116033152326,Medium,Regular,2025,November,2025-11
O0129,2025-11-20,C028,P004,2,15,Net Banking,Cancelled,3.0,Kavya Mehta,Female,36,Chennai,Tamil Nadu,2024-04-21,Laptop Stand,Electronics,1499,800,2998,449.7,2548.3,1600,948.3000000000002,37.21304399011106,Medium,Regular,2025,November,2025-11
O0130,2025-12-01,C041,P011,3,10,UPI,Delivered,1.0,Aarav Gupta,Male,55,Noida,Uttar Pradesh,2023-02-17,Mixer Grinder,Home Appliances,3799,2450,11397,1139.7,10257.3,7350,2907.2999999999993,28.343716182621154,Large,High-Value,2025,December,2025-12
O0131,2025-12-12,C004,P018,4,5,Credit Card,Delivered,4.0,Ananya Mehta,Female,48,Mumbai,Maharashtra,2023-03-10,Study Table,Furniture,7299,4700,29196,1459.8,27736.2,18800,8936.2,32.21854471773351,Large,High-Value,2025,December,2025-12
O0132,2025-12-23,C017,P025,1,0,Debit Card,Delivered,2.0,Sanjay Gupta,Male,31,Hyderabad,Telangana,2023-10-17,Coffee Maker,Home Appliances,5299,3400,5299,0.0,5299.0,3400,1899.0,35.836950367993964,Large,High-Value,2025,December,2025-12
O0133,2024-01-04,C030,P007,2,25,Cash on Delivery,Delivered,3.0,Neha Singh,Female,50,Kolkata,West Bengal,2024-05-25,Casual Shirt,Fashion,1299,620,2598,649.5,1948.5,1240,708.5,36.361303566846296,Medium,Regular,2024,January,2024-01
O0134,2024-01-15,C043,P014,3,20,Net Banking,Delivered,3.0,Arjun Verma,Male,33,Gurugram,Haryana,2023-03-23,Table Lamp,Home Decor,1199,570,3597,719.4,2877.6,1710,1167.6,40.57547956630525,Medium,Regular,2024,January,2024-01
O0135,2024-01-26,C006,P021,4,15,UPI,Delivered,1.0,Meera Singh,Female,26,Bengaluru,Karnataka,2023-04-13,Yoga Mat,Fitness,1299,610,5196,779.4,4416.6,2440,1976.6000000000004,44.753883077480424,Medium,Regular,2024,January,2024-01
O0136,2024-02-06,C019,P003,1,10,Credit Card,Delivered,4.0,Varun Verma,Male,45,Jaipur,Rajasthan,2023-11-20,Smart Watch,Electronics,4999,3100,4999,499.9,4499.1,3100,1399.1000000000004,31.09733057722656,Medium,High-Value,2024,February,2024-02
O0137,2024-02-17,C032,P010,2,5,Debit Card,Delivered,2.0,Priya Sharma,Female,28,Delhi,Delhi,2024-06-28,Winter Jacket,Fashion,4499,2500,8998,449.9,8548.1,5000,3548.1000000000004,41.50746949614535,Large,High-Value,2024,February,2024-02
O0138,2024-02-28,C045,P017,3,0,Cash on Delivery,Returned,5.0,Kabir Das,Male,47,Pune,Maharashtra,2023-04-26,Office Chair,Furniture,8499,5600,25497,0.0,25497.0,16800,8697.0,34.10989528179786,Large,High-Value,2024,February,2024-02
O0139,2024-03-10,C008,P024,4,25,Net Banking,Cancelled,3.0,Kavya Sharma,Female,40,Chennai,Tamil Nadu,2023-05-17,Hair Dryer,Beauty,2299,1320,9196,2299.0,6897.0,5280,1617.0,23.444976076555022,Large,High-Value,2024,March,2024-03
O0140,2024-03-21,C021,P006,1,20,UPI,Delivered,1.0,Aarav Das,Male,23,Noida,Uttar Pradesh,2023-12-24,Running Shoes,Fashion,3299,1900,3299,659.8,2639.2,1900,739.1999999999998,28.008487420430427,Medium,Regular,2024,March,2024-03
O0141,2024-04-01,C034,P013,2,15,Credit Card,Delivered,4.0,Isha Khan,Female,42,Mumbai,Maharashtra,2024-08-01,Air Fryer,Home Appliances,6999,4350,13998,2099.7,11898.3,8700,3198.2999999999993,26.880310632611376,Large,High-Value,2024,April,2024-04
O0142,2024-04-12,C047,P020,3,10,Debit Card,Delivered,2.0,Rohan Patel,Male,25,Hyderabad,Telangana,2023-05-30,Data Science Handbook,Books,999,410,2997,299.7,2697.3,1230,1467.3000000000002,54.39884328773218,Medium,Regular,2024,April,2024-04
O0143,2024-04-23,C010,P002,4,5,Cash on Delivery,Delivered,5.0,Neha Khan,Female,54,Kolkata,West Bengal,2023-06-20,Bluetooth Speaker,Electronics,2499,1550,9996,499.8,9496.2,6200,3296.2000000000007,34.71072639582149,Large,High-Value,2024,April,2024-04
O0144,2024-05-04,C023,P009,1,0,Net Banking,Delivered,3.0,Arjun Patel,Male,37,Gurugram,Haryana,2024-01-27,Handbag,Fashion,2799,1450,2799,0.0,2799.0,1450,1349.0,48.19578420864595,Medium,Regular,2024,May,2024-05
O0145,2024-05-15,C036,P016,2,25,UPI,Delivered,1.0,Pooja Mehta,Female,20,Bengaluru,Karnataka,2024-09-04,Bedsheet Set,Home Decor,1799,850,3598,899.5,2698.5,1700,998.5,37.00203816935335,Medium,Regular,2024,May,2024-05
O0146,2024-05-26,C049,P023,3,20,Credit Card,Delivered,4.0,Vivek Gupta,Male,39,Jaipur,Rajasthan,2023-07-03,Skin Care Kit,Beauty,1999,1050,5997,1199.4,4797.6,3150,1647.6000000000004,34.34217108554278,Medium,High-Value,2024,May,2024-05
O0147,2024-06-06,C012,P005,4,15,Debit Card,Delivered,2.0,Priya Mehta,Female,32,Delhi,Delhi,2023-07-24,USB-C Hub,Electronics,1899,1050,7596,1139.4,6456.6,4200,2256.6000000000004,34.950283430907916,Large,High-Value,2024,June,2024-06
O0148,2024-06-17,C025,P012,1,10,Cash on Delivery,Returned,5.0,Kabir Gupta,Male,51,Pune,Maharashtra,2024-03-01,Electric Kettle,Home Appliances,1599,880,1599,159.9,1439.1,880,559.0999999999999,38.85067055798763,Medium,Regular,2024,June,2024-06
O0149,2024-06-28,C038,P019,2,5,Net Banking,Cancelled,3.0,Ritika Singh,Female,34,Chennai,Tamil Nadu,2024-10-08,Python for Analysts,Books,699,290,1398,69.9,1328.1,580,748.0999999999999,56.32858971462992,Medium,Regular,2024,June,2024-06
O0150,2024-07-09,C001,P001,3,0,UPI,Delivered,1.0,Aarav Gupta,Male,27,Noida,Uttar Pradesh,2023-01-18,Wireless Mouse,Electronics,899,510,2697,0.0,2697.0,1530,1167.0,43.270300333704114,Medium,Regular,2024,July,2024-07
O0151,2024-07-20,C014,P008,4,25,Credit Card,Delivered,4.0,Isha Singh,Female,46,Mumbai,Maharashtra,2023-08-27,Denim Jeans,Fashion,2199,1100,8796,2199.0,6597.0,4400,2197.0,33.303016522661814,Large,High-Value,2024,July,2024-07
O0152,2024-07-31,C027,P015,1,20,Debit Card,Delivered,3.0,Rohan Verma,Male,29,Hyderabad,Telangana,2024-04-04,Wall Clock,Home Decor,999,430,999,199.8,799.2,430,369.20000000000005,46.1961961961962,Small,Regular,2024,July,2024-07
O0153,2024-08-11,C040,P022,2,15,Cash on Delivery,Delivered,5.0,Simran Sharma,Female,48,Kolkata,West Bengal,2023-01-31,Dumbbell Set,Fitness,3499,2200,6998,1049.7,5948.3,4400,1548.3000000000002,26.029285678261015,Large,High-Value,2024,August,2024-08
O0154,2024-08-22,C003,P004,3,10,Net Banking,Delivered,3.0,Arjun Verma,Male,41,Gurugram,Haryana,2023-02-21,Laptop Stand,Electronics,1499,800,4497,449.7,4047.3,2400,1647.3000000000002,40.70120821288267,Medium,Regular,2024,August,2024-08
O0155,2024-09-02,C016,P011,4,5,UPI,Delivered,1.0,Pooja Sharma,Female,24,Bengaluru,Karnataka,2023-09-30,Mixer Grinder,Home Appliances,3799,2450,15196,759.8,14436.2,9800,4636.200000000001,32.115099541430574,Large,High-Value,2024,September,2024-09
O0156,2024-09-13,C029,P018,1,0,Credit Card,Delivered,4.0,Vivek Das,Male,43,Jaipur,Rajasthan,2024-05-08,Study Table,Furniture,7299,4700,7299,0.0,7299.0,4700,2599.0,35.60761748184682,Large,High-Value,2024,September,2024-09
O0157,2024-09-24,C042,P025,2,25,Debit Card,Delivered,2.0,Aditi Khan,Female,26,Delhi,Delhi,2023-03-06,Coffee Maker,Home Appliances,5299,3400,10598,2649.5,7948.5,6800,1148.5,14.449267157325282,Large,High-Value,2024,September,2024-09
O0158,2024-10-05,C005,P007,3,20,Cash on Delivery,Returned,5.0,Kabir Das,Male,55,Pune,Maharashtra,2023-03-27,Casual Shirt,Fashion,1299,620,3897,779.4,3117.6,1860,1257.6,40.33872209391839,Medium,Regular,2024,October,2024-10
O0159,2024-10-16,C018,P014,4,15,Net Banking,Cancelled,3.0,Ritika Khan,Female,38,Chennai,Tamil Nadu,2023-11-03,Table Lamp,Home Decor,1199,570,4796,719.4,4076.6,2280,1796.6,44.07103959181671,Medium,Regular,2024,October,2024-10
O0160,2024-10-27,C031,P021,1,10,UPI,Delivered,1.0,Rahul Patel,Male,21,Noida,Uttar Pradesh,2024-06-11,Yoga Mat,Fitness,1299,610,1299,129.9,1169.1,610,559.0999999999999,47.82311179539816,Medium,Regular,2024,October,2024-10
O0161,2024-11-07,C044,P003,2,5,Credit Card,Delivered,4.0,Ananya Mehta,Female,40,Mumbai,Maharashtra,2023-04-09,Smart Watch,Electronics,4999,3100,9998,499.9,9498.1,6200,3298.1000000000004,34.723786862635684,Large,High-Value,2024,November,2024-11
O0162,2024-11-18,C007,P010,3,0,Debit Card,Delivered,2.0,Rohan Patel,Male,33,Hyderabad,Telangana,2023-04-30,Winter Jacket,Fashion,4499,2500,13497,0.0,13497.0,7500,5997.0,44.432096021338076,Large,High-Value,2024,November,2024-11
O0163,2024-11-29,C020,P017,4,25,Cash on Delivery,Delivered,5.0,Simran Mehta,Female,52,Kolkata,West Bengal,2023-12-07,Office Chair,Furniture,8499,5600,33996,8499.0,25497.0,22400,3097.0,12.146527042397144,Large,High-Value,2024,November,2024-11
O0164,2024-12-10,C033,P024,1,20,Net Banking,Delivered,3.0,Aman Gupta,Male,35,Gurugram,Haryana,2024-07-15,Hair Dryer,Beauty,2299,1320,2299,459.8,1839.2,1320,519.2,28.229665071770338,Medium,Regular,2024,December,2024-12
O0165,2024-12-21,C046,P006,2,15,UPI,Delivered,1.0,Meera Singh,Female,54,Bengaluru,Karnataka,2023-05-13,Running Shoes,Fashion,3299,1900,6598,989.7,5608.3,3800,1808.3000000000002,32.24328227805218,Large,High-Value,2024,December,2024-12
O0166,2025-01-01,C009,P013,3,10,Credit Card,Delivered,4.0,Vivek Gupta,Male,47,Jaipur,Rajasthan,2023-06-03,Air Fryer,Home Appliances,6999,4350,20997,2099.7,18897.3,13050,5847.299999999999,30.942515597466304,Large,High-Value,2025,January,2025-01
O0167,2025-01-12,C022,P020,4,5,Debit Card,Delivered,2.0,Aditi Singh,Female,30,Delhi,Delhi,2024-01-10,Data Science Handbook,Books,999,410,3996,199.8,3796.2,1640,2156.2,56.79890416732521,Medium,Regular,2025,January,2025-01
O0168,2025-01-23,C035,P002,1,0,Cash on Delivery,Returned,5.0,Nikhil Verma,Male,49,Pune,Maharashtra,2024-08-18,Bluetooth Speaker,Electronics,2499,1550,2499,0.0,2499.0,1550,949.0,37.975190076030415,Medium,Regular,2025,January,2025-01
O0169,2025-02-03,C048,P009,2,25,Net Banking,Cancelled,3.0,Kavya Sharma,Female,32,Chennai,Tamil Nadu,2023-06-16,Handbag,Fashion,2799,1450,5598,1399.5,4198.5,2900,1298.5,30.92771227819459,Medium,Regular,2025,February,2025-02
O0170,2025-02-14,C011,P016,3,20,UPI,Delivered,1.0,Rahul Verma,Male,25,Noida,Uttar Pradesh,2023-07-07,Bedsheet Set,Home Decor,1799,850,5397,1079.4,4317.6,2550,1767.6000000000004,40.939410783768764,Medium,Regular,2025,February,2025-02
O0171,2025-02-25,C024,P023,4,15,Credit Card,Delivered,3.0,Ananya Sharma,Female,44,Mumbai,Maharashtra,2024-02-13,Skin Care Kit,Beauty,1999,1050,7996,1199.4,6796.6,4200,2596.6000000000004,38.20439631580497,Large,High-Value,2025,February,2025-02
O0172,2025-03-08,C037,P005,1,10,Debit Card,Delivered,2.0,Sanjay Das,Male,27,Hyderabad,Telangana,2024-09-21,USB-C Hub,Electronics,1899,1050,1899,189.9,1709.1,1050,659.0999999999999,38.564156573635245,Medium,Regular,2025,March,2025-03
O0173,2025-03-19,C050,P012,2,5,Cash on Delivery,Delivered,5.0,Neha Khan,Female,46,Kolkata,West Bengal,2023-07-20,Electric Kettle,Home Appliances,1599,880,3198,159.9,3038.1,1760,1278.1,42.069056318093544,Medium,Regular,2025,March,2025-03
O0174,2025-03-30,C013,P019,3,0,Net Banking,Delivered,3.0,Aman Das,Male,39,Gurugram,Haryana,2023-08-10,Python for Analysts,Books,699,290,2097,0.0,2097.0,870,1227.0,58.51216022889842,Medium,Regular,2025,March,2025-03
O0175,2025-04-10,C026,P001,4,25,UPI,Delivered,1.0,Meera Khan,Female,22,Bengaluru,Karnataka,2024-03-18,Wireless Mouse,Electronics,899,510,3596,899.0,2697.0,2040,657.0,24.360400444938822,Medium,Regular,2025,April,2025-04
O0176,2025-04-21,C039,P008,1,20,Credit Card,Delivered,4.0,Varun Patel,Male,41,Jaipur,Rajasthan,2023-01-14,Denim Jeans,Fashion,2199,1100,2199,439.8,1759.2,1100,659.2,37.47157798999545,Medium,Regular,2025,April,2025-04
O0177,2025-05-02,C002,P015,2,15,Debit Card,Delivered,2.0,Aditi Khan,Female,34,Delhi,Delhi,2023-02-04,Wall Clock,Home Decor,999,430,1998,299.7,1698.3,860,838.3,49.36112583171406,Medium,Regular,2025,May,2025-05
O0178,2025-05-13,C015,P022,3,10,Cash on Delivery,Returned,5.0,Nikhil Patel,Male,53,Pune,Maharashtra,2023-09-13,Dumbbell Set,Fitness,3499,2200,10497,1049.7,9447.3,6600,2847.2999999999993,30.138769807246508,Large,High-Value,2025,May,2025-05
O0179,2025-05-24,C028,P004,4,5,Net Banking,Cancelled,3.0,Kavya Mehta,Female,36,Chennai,Tamil Nadu,2024-04-21,Laptop Stand,Electronics,1499,800,5996,299.8,5696.2,3200,2496.2,43.82219725430989,Large,High-Value,2025,May,2025-05
O0180,2025-06-04,C041,P011,1,0,UPI,Delivered,1.0,Aarav Gupta,Male,55,Noida,Uttar Pradesh,2023-02-17,Mixer Grinder,Home Appliances,3799,2450,3799,0.0,3799.0,2450,1349.0,35.50934456435904,Medium,Regular,2025,June,2025-06
O0181,2025-06-15,C004,P018,2,25,Credit Card,Delivered,4.0,Ananya Mehta,Female,48,Mumbai,Maharashtra,2023-03-10,Study Table,Furniture,7299,4700,14598,3649.5,10948.5,9400,1548.5,14.14348997579577,Large,High-Value,2025,June,2025-06
O0182,2025-06-26,C017,P025,3,20,Debit Card,Delivered,2.0,Sanjay Gupta,Male,31,Hyderabad,Telangana,2023-10-17,Coffee Maker,Home Appliances,5299,3400,15897,3179.4,12717.6,10200,2517.6000000000004,19.796187959992455,Large,High-Value,2025,June,2025-06
O0183,2025-07-07,C030,P007,4,15,Cash on Delivery,Delivered,5.0,Neha Singh,Female,50,Kolkata,West Bengal,2024-05-25,Casual Shirt,Fashion,1299,620,5196,779.4,4416.6,2480,1936.6000000000004,43.84820902957026,Medium,Regular,2025,July,2025-07
O0184,2025-07-18,C043,P014,1,10,Net Banking,Delivered,3.0,Arjun Verma,Male,33,Gurugram,Haryana,2023-03-23,Table Lamp,Home Decor,1199,570,1199,119.9,1079.1,570,509.0999999999999,47.178204058938,Medium,Regular,2025,July,2025-07
O0185,2025-07-29,C006,P021,2,5,UPI,Delivered,1.0,Meera Singh,Female,26,Bengaluru,Karnataka,2023-04-13,Yoga Mat,Fitness,1299,610,2598,129.9,2468.1,1220,1248.1,50.56926380616669,Medium,Regular,2025,July,2025-07
O0186,2025-08-09,C019,P003,3,0,Credit Card,Delivered,4.0,Varun Verma,Male,45,Jaipur,Rajasthan,2023-11-20,Smart Watch,Electronics,4999,3100,14997,0.0,14997.0,9300,5697.0,37.9875975195039,Large,High-Value,2025,August,2025-08
O0187,2025-08-20,C032,P010,4,25,Debit Card,Delivered,2.0,Priya Sharma,Female,28,Delhi,Delhi,2024-06-28,Winter Jacket,Fashion,4499,2500,17996,4499.0,13497.0,10000,3497.0,25.909461361784096,Large,High-Value,2025,August,2025-08
O0188,2025-08-31,C045,P017,1,20,Cash on Delivery,Returned,5.0,Kabir Das,Male,47,Pune,Maharashtra,2023-04-26,Office Chair,Furniture,8499,5600,8499,1699.8,6799.2,5600,1199.1999999999998,17.637369102247323,Large,High-Value,2025,August,2025-08
O0189,2025-09-11,C008,P024,2,15,Net Banking,Cancelled,3.0,Kavya Sharma,Female,40,Chennai,Tamil Nadu,2023-05-17,Hair Dryer,Beauty,2299,1320,4598,689.7,3908.3,2640,1268.3000000000002,32.45144947931326,Medium,Regular,2025,September,2025-09
O0190,2025-09-22,C021,P006,3,10,UPI,Delivered,3.0,Aarav Das,Male,23,Noida,Uttar Pradesh,2023-12-24,Running Shoes,Fashion,3299,1900,9897,989.7,8907.3,5700,3207.2999999999993,36.00754437371593,Large,High-Value,2025,September,2025-09
O0191,2025-10-03,C034,P013,4,5,Credit Card,Delivered,4.0,Isha Khan,Female,42,Mumbai,Maharashtra,2024-08-01,Air Fryer,Home Appliances,6999,4350,27996,1399.8,26596.2,17400,9196.2,34.57712003970492,Large,High-Value,2025,October,2025-10
O0192,2025-10-14,C047,P020,1,0,Debit Card,Delivered,2.0,Rohan Patel,Male,25,Hyderabad,Telangana,2023-05-30,Data Science Handbook,Books,999,410,999,0.0,999.0,410,589.0,58.95895895895896,Small,Regular,2025,October,2025-10
O0193,2025-10-25,C010,P002,2,25,Cash on Delivery,Delivered,5.0,Neha Khan,Female,54,Kolkata,West Bengal,2023-06-20,Bluetooth Speaker,Electronics,2499,1550,4998,1249.5,3748.5,3100,648.5,17.300253434707216,Medium,Regular,2025,October,2025-10
O0194,2025-11-05,C023,P009,3,20,Net Banking,Delivered,3.0,Arjun Patel,Male,37,Gurugram,Haryana,2024-01-27,Handbag,Fashion,2799,1450,8397,1679.4,6717.6,4350,2367.6000000000004,35.24473026080743,Large,High-Value,2025,November,2025-11
O0195,2025-11-16,C036,P016,4,15,UPI,Delivered,1.0,Pooja Mehta,Female,20,Bengaluru,Karnataka,2024-09-04,Bedsheet Set,Home Decor,1799,850,7196,1079.4,6116.6,3400,2716.6000000000004,44.4135630906059,Large,High-Value,2025,November,2025-11
O0196,2025-11-27,C049,P023,1,10,Credit Card,Delivered,4.0,Vivek Gupta,Male,39,Jaipur,Rajasthan,2023-07-03,Skin Care Kit,Beauty,1999,1050,1999,199.9,1799.1,1050,749.0999999999999,41.63748540937135,Medium,Regular,2025,November,2025-11
O0197,2025-12-08,C012,P005,2,5,Debit Card,Delivered,2.0,Priya Mehta,Female,32,Delhi,Delhi,2023-07-24,USB-C Hub,Electronics,1899,1050,3798,189.9,3608.1,2100,1508.1,41.79762201712813,Medium,Regular,2025,December,2025-12
O0198,2025-12-19,C025,P012,3,0,Cash on Delivery,Returned,5.0,Kabir Gupta,Male,51,Pune,Maharashtra,2024-03-01,Electric Kettle,Home Appliances,1599,880,4797,0.0,4797.0,2640,2157.0,44.96560350218887,Medium,High-Value,2025,December,2025-12
O0199,2025-12-30,C038,P019,4,25,Net Banking,Cancelled,3.0,Ritika Singh,Female,34,Chennai,Tamil Nadu,2024-10-08,Python for Analysts,Books,699,290,2796,699.0,2097.0,1160,937.0,44.682880305197905,Medium,Regular,2025,December,2025-12
O0200,2024-01-11,C001,P001,1,20,UPI,Delivered,1.0,Aarav Gupta,Male,27,Noida,Uttar Pradesh,2023-01-18,Wireless Mouse,Electronics,899,510,899,179.8,719.2,510,209.20000000000005,29.08787541713015,Small,Regular,2024,January,2024-01
O0201,2024-01-22,C014,P008,2,15,Credit Card,Delivered,4.0,Isha Singh,Female,46,Mumbai,Maharashtra,2023-08-27,Denim Jeans,Fashion,2199,1100,4398,659.7,3738.3,2200,1538.3000000000002,41.149720461172194,Medium,Regular,2024,January,2024-01
O0202,2024-02-02,C027,P015,3,10,Debit Card,Delivered,2.0,Rohan Verma,Male,29,Hyderabad,Telangana,2024-04-04,Wall Clock,Home Decor,999,430,2997,299.7,2697.3,1290,1407.3000000000002,52.174396618841065,Medium,Regular,2024,February,2024-02
O0203,2024-02-13,C040,P022,4,5,Cash on Delivery,Delivered,5.0,Simran Sharma,Female,48,Kolkata,West Bengal,2023-01-31,Dumbbell Set,Fitness,3499,2200,13996,699.8,13296.2,8800,4496.200000000001,33.8156766594967,Large,High-Value,2024,February,2024-02
